row_id,raw_id,front_url,rear_url,parallel_url
14,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/1d79059c-b737-4302-a431-5c905742c080/left/bottom-front/lf_wheel_front_raw_2026-02-05_21-48-52_-RspqIAm3jA.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/1d79059c-b737-4302-a431-5c905742c080/left/bottom-rear/lf_wheel_rear_raw_2026-02-05_21-49-20_5pC_aXuXl78.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/1d79059c-b737-4302-a431-5c905742c080/left/bottom-side/lf_wheel_raw_2026-02-05_21-49-07_mpxW3UDvNS0.jpg
15,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/38c858d4-91e9-451d-adc0-6ab35f8d2709/left/bottom-front/lf_wheel_front_raw_2026-02-05_21-51-17_aD_x7Lx1WZ8.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/38c858d4-91e9-451d-adc0-6ab35f8d2709/left/bottom-rear/lf_wheel_rear_raw_2026-02-05_21-51-45_umkAaSMKvw8.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/38c858d4-91e9-451d-adc0-6ab35f8d2709/left/bottom-side/lf_wheel_raw_2026-02-05_21-51-31_Yo9Z0Cc4wPo.jpg
16,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/d10a1c8b-85e7-4863-8ebf-dfe12919cb05/left/bottom-front/lf_wheel_front_raw_2026-02-05_22-01-08_RUzizLV68q0.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/d10a1c8b-85e7-4863-8ebf-dfe12919cb05/left/bottom-rear/lf_wheel_rear_raw_2026-02-05_22-01-39_s5_LAquO6ZE.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/d10a1c8b-85e7-4863-8ebf-dfe12919cb05/left/bottom-side/lf_wheel_raw_2026-02-05_22-01-24_TAaLB5MfJ4s.jpg
17,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/4e625d0a-1f00-43f2-97ad-987a1be7607e/left/bottom-front/lf_wheel_front_raw_2026-02-05_22-13-38_EEeI_38-3pg.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/4e625d0a-1f00-43f2-97ad-987a1be7607e/left/bottom-rear/lf_wheel_rear_raw_2026-02-05_22-14-06_aI8d0Z-wkLY.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/4e625d0a-1f00-43f2-97ad-987a1be7607e/left/bottom-side/lf_wheel_raw_2026-02-05_22-13-52_VRTZp7R7wDc.jpg
18,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/f7b8403e-7dd2-4685-870f-c330b461d4ae/left/bottom-front/lf_wheel_front_raw_2026-02-05_22-18-37_rkzk6tDpF00.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/f7b8403e-7dd2-4685-870f-c330b461d4ae/left/bottom-rear/lf_wheel_rear_raw_2026-02-05_22-19-09_iPXzdRfnod0.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/f7b8403e-7dd2-4685-870f-c330b461d4ae/left/bottom-side/lf_wheel_raw_2026-02-05_22-18-54_urdNvPECflY.jpg
19,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/be70dc07-92ad-4b27-b55c-d7e060b00596/left/bottom-front/lf_wheel_front_raw_2026-02-05_22-28-19_aLskC01OYKo.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/be70dc07-92ad-4b27-b55c-d7e060b00596/left/bottom-rear/lf_wheel_rear_raw_2026-02-05_22-29-03_51jKjP8yVuQ.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/be70dc07-92ad-4b27-b55c-d7e060b00596/left/bottom-side/lf_wheel_raw_2026-02-05_22-28-45_gWP7EeGr4i4.jpg
20,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/c3ede675-b095-4254-8c4b-4ee71e6eb167/left/bottom-front/lf_wheel_front_raw_2026-02-05_23-06-24_4fT8ly4I5wc.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/c3ede675-b095-4254-8c4b-4ee71e6eb167/left/bottom-rear/lf_wheel_rear_raw_2026-02-05_23-06-52_J4SwC9I1Rtc.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/c3ede675-b095-4254-8c4b-4ee71e6eb167/left/bottom-side/lf_wheel_raw_2026-02-05_23-06-38_b_JgR1rfxQU.jpg
21,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/d2514d50-c92b-4e44-b82c-593aa75bcd27/left/bottom-front/lf_wheel_front_raw_2026-02-05_23-15-46_hSX8NgPjW44.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/d2514d50-c92b-4e44-b82c-593aa75bcd27/left/bottom-rear/lf_wheel_rear_raw_2026-02-05_23-16-15_LI4G9z8u64Y.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/d2514d50-c92b-4e44-b82c-593aa75bcd27/left/bottom-side/lf_wheel_raw_2026-02-05_23-16-00_Ay6ZMPUIFCo.jpg
22,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/ca98062a-aa2f-4051-9cbf-0e56184cee18/left/bottom-front/lf_wheel_front_raw_2026-02-05_23-30-03_UdnPF6FvU8w.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/ca98062a-aa2f-4051-9cbf-0e56184cee18/left/bottom-rear/lf_wheel_rear_raw_2026-02-05_23-30-30_5GT6urRuyh0.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/ca98062a-aa2f-4051-9cbf-0e56184cee18/left/bottom-side/lf_wheel_raw_2026-02-05_23-30-17_brFjOdJNi_4.jpg
23,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/ed41a20b-84c7-4e66-bdd0-9f3f3b120d99/left/bottom-front/lr_wheel_front_raw_2026-02-05_20-33-05_7JuKDdDxBJc.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/ed41a20b-84c7-4e66-bdd0-9f3f3b120d99/left/bottom-rear/lr_wheel_rear_raw_2026-02-05_20-33-33_5_cWGHvQAzQ.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/ed41a20b-84c7-4e66-bdd0-9f3f3b120d99/left/bottom-side/lr_wheel_raw_2026-02-05_20-33-19_pl7ub9_uhg4.jpg
24,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/fe542df4-ff1f-40e9-aa56-c3482b16e681/right/bottom-front/rf_wheel_front_raw_2026-02-05_23-38-24_sy5mkJCQvfQ.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/fe542df4-ff1f-40e9-aa56-c3482b16e681/right/bottom-rear/rf_wheel_rear_raw_2026-02-05_23-38-53_HK9NTN_566o.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/fe542df4-ff1f-40e9-aa56-c3482b16e681/right/bottom-side/rf_wheel_raw_2026-02-05_23-38-39_RWKSWr9Blyo.jpg
25,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/62b90c0c-94b5-4800-9898-2973dbb642de/right/bottom-front/rf_wheel_front_raw_2026-02-05_23-36-01_Wt-bV2Icf6g.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/62b90c0c-94b5-4800-9898-2973dbb642de/right/bottom-rear/rf_wheel_rear_raw_2026-02-05_23-36-28_Vkb5xpqtm5c.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/62b90c0c-94b5-4800-9898-2973dbb642de/right/bottom-side/rf_wheel_raw_2026-02-05_23-36-14_JWzBLaYws6I.jpg
26,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/c3ede675-b095-4254-8c4b-4ee71e6eb167/right/bottom-front/rf_wheel_front_raw_2026-02-05_23-07-33_ypJRWEy6YPg.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/c3ede675-b095-4254-8c4b-4ee71e6eb167/right/bottom-rear/rf_wheel_rear_raw_2026-02-05_23-08-00_Xtuv3nB4FG0.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/c3ede675-b095-4254-8c4b-4ee71e6eb167/right/bottom-side/rf_wheel_raw_2026-02-05_23-07-47_hQfoKMPSZso.jpg
27,,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/d10a1c8b-85e7-4863-8ebf-dfe12919cb05/right/bottom-front/rf_wheel_front_raw_2026-02-05_22-02-26_I6T3n23ekzc.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/d10a1c8b-85e7-4863-8ebf-dfe12919cb05/right/bottom-rear/rf_wheel_rear_raw_2026-02-05_22-02-56_PM9NzaWGhHw.jpg,https://acv-labs-acv-one.latest.acvauctions.com/image_raw/d10a1c8b-85e7-4863-8ebf-dfe12919cb05/right/bottom-side/rf_wheel_raw_2026-02-05_22-02-42_ON-dQ12V_9g.jpg
28,,https://acv-labs-acv-one.staging.acvauctions.com/image_raw/f5d10ba6-0e8e-4a73-85dc-710fa7a86835/left/bottom-front/lf_wheel_front_raw_2025-10-24_16-15-12_AJ66XR4jQ2A.jpg,https://acv-labs-acv-one.staging.acvauctions.com/image_raw/f5d10ba6-0e8e-4a73-85dc-710fa7a86835/left/bottom-rear/lf_wheel_rear_raw_2025-10-24_16-15-12_lnt9Q-rNHqo.jpg,https://acv-labs-acv-one.staging.acvauctions.com/image_raw/f5d10ba6-0e8e-4a73-85dc-710fa7a86835/left/bottom-side/lf_wheel_raw_2025-10-24_16-15-11_12MNkzAv0CY.jpg
29,,https://acv-labs-acv-one.acvauctions.com/image_raw/466f945f-8b3f-4f72-a37b-52f48c0d2c63/left/bottom-front/lf_wheel_front_raw_2025-10-24_16-46-51_jvAfnybzev4.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/466f945f-8b3f-4f72-a37b-52f48c0d2c63/left/bottom-rear/lf_wheel_rear_raw_2025-10-24_16-46-53_jPpjoZOXenI.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/466f945f-8b3f-4f72-a37b-52f48c0d2c63/left/bottom-side/lf_wheel_raw_2025-10-24_16-46-51_UrzxMzmb7Lo.jpg
30,,https://acv-labs-acv-one.acvauctions.com/image_raw/4e43794d-f8f7-47d2-82dc-cad2314ebef7/left/bottom-front/lf_wheel_front_raw_2025-10-24_17-40-52_-w-NasrkBV4.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/4e43794d-f8f7-47d2-82dc-cad2314ebef7/left/bottom-rear/lf_wheel_rear_raw_2025-10-24_17-40-53_zaqGp_qaNmo.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/4e43794d-f8f7-47d2-82dc-cad2314ebef7/left/bottom-side/lf_wheel_raw_2025-10-24_17-40-53_sFp4RDVuxyA.jpg
31,,https://acv-labs-acv-one.acvauctions.com/image_raw/4582544d-7ecc-4741-91cc-3d912625482b/left/bottom-front/lf_wheel_front_raw_2025-10-24_17-44-02_w8D0KI_66jc.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/4582544d-7ecc-4741-91cc-3d912625482b/left/bottom-rear/lf_wheel_rear_raw_2025-10-24_17-44-04_PyxI1165zE8.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/4582544d-7ecc-4741-91cc-3d912625482b/left/bottom-side/lf_wheel_raw_2025-10-24_17-44-02_KRvQoL5OEKg.jpg
32,,https://acv-labs-acv-one.acvauctions.com/image_raw/da3bf677-bcee-4d57-86dd-035ea5cd27c5/left/bottom-front/lf_wheel_front_raw_2025-11-07_17-03-28_aHkHtAdi5wk.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/da3bf677-bcee-4d57-86dd-035ea5cd27c5/left/bottom-rear/lf_wheel_rear_raw_2025-11-07_17-03-30_VrBPoCvpNyo.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/da3bf677-bcee-4d57-86dd-035ea5cd27c5/left/bottom-side/lf_wheel_raw_2025-11-07_17-03-29_h4r6VXY49ew.jpg
33,,https://acv-labs-acv-one.acvauctions.com/image_raw/dd9a51fc-7acb-47c9-8e52-f727b3aee806/left/bottom-front/lf_wheel_front_raw_2025-11-14_17-40-51_Y_gBDzehvRw.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/dd9a51fc-7acb-47c9-8e52-f727b3aee806/left/bottom-rear/lf_wheel_rear_raw_2025-11-14_17-40-53_ePS_Ymoe_tY.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/dd9a51fc-7acb-47c9-8e52-f727b3aee806/left/bottom-side/lf_wheel_raw_2025-11-14_17-40-52_7SbEwwQIV7g.jpg
34,,https://acv-labs-acv-one.acvauctions.com/image_raw/9b0d4808-9059-4d32-abf4-d36128a86ed6/right/bottom-front/rf_wheel_front_raw_2025-12-03_21-39-39_b8lPtzqFr4w.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/9b0d4808-9059-4d32-abf4-d36128a86ed6/right/bottom-rear/rf_wheel_rear_raw_2025-12-03_21-39-38_krhRSSIHxp8.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/9b0d4808-9059-4d32-abf4-d36128a86ed6/right/bottom-side/rf_wheel_raw_2025-12-03_21-39-38_oCI9Ue1JVlQ.jpg
35,,https://acv-labs-acv-one.acvauctions.com/image_raw/95dd324f-ac0c-48a3-a0ce-cf136869738d/right/bottom-front/rf_wheel_front_raw_2025-12-03_22-06-22_m2JDz78VDC8.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/95dd324f-ac0c-48a3-a0ce-cf136869738d/right/bottom-rear/rf_wheel_rear_raw_2025-12-03_22-06-23_buEuGDtPCgo.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/95dd324f-ac0c-48a3-a0ce-cf136869738d/right/bottom-side/rf_wheel_raw_2025-12-03_22-06-22_FNfrpmidkoM.jpg
36,,https://acv-labs-acv-one.acvauctions.com/image_raw/fe05f353-30a7-4f0e-ac61-fb2cbfde4a59/right/bottom-front/rf_wheel_front_raw_2025-12-03_17-02-18_uvr3gRTAkM4.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/fe05f353-30a7-4f0e-ac61-fb2cbfde4a59/right/bottom-rear/rf_wheel_rear_raw_2025-12-03_17-02-17_3uSWTLtM30g.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/fe05f353-30a7-4f0e-ac61-fb2cbfde4a59/right/bottom-side/rf_wheel_raw_2025-12-03_17-02-17_wWONDWDM9VM.jpg
37,,https://acv-labs-acv-one.acvauctions.com/image_raw/6c7c8b86-ed9d-402c-b283-342094d3bafc/right/bottom-front/rr_wheel_front_raw_2025-10-31_17-08-43_wmkeSUcnsHE.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/6c7c8b86-ed9d-402c-b283-342094d3bafc/right/bottom-rear/rr_wheel_rear_raw_2025-10-31_17-08-43_KFeGGJidZzc.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/6c7c8b86-ed9d-402c-b283-342094d3bafc/right/bottom-side/rr_wheel_raw_2025-10-31_17-08-45_abXy6ZYaRsA.jpg
38,,https://acv-labs-acv-one.acvauctions.com/image_raw/da3bf677-bcee-4d57-86dd-035ea5cd27c5/left/bottom-front/lf_wheel_front_raw_2025-11-07_17-03-28_aHkHtAdi5wk.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/da3bf677-bcee-4d57-86dd-035ea5cd27c5/left/bottom-rear/lf_wheel_rear_raw_2025-11-07_17-03-30_VrBPoCvpNyo.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/da3bf677-bcee-4d57-86dd-035ea5cd27c5/left/bottom-side/lf_wheel_raw_2025-11-07_17-03-29_h4r6VXY49ew.jpg
39,,https://acv-labs-acv-one.acvauctions.com/image_raw/66199c15-dbb3-4575-ba7a-409316c0adce/left/bottom-front/lf_wheel_front_raw_2025-11-14_17-05-52_68TK0W4tQMU.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/66199c15-dbb3-4575-ba7a-409316c0adce/left/bottom-rear/lf_wheel_rear_raw_2025-11-14_17-05-52_FmHu-g3fjTY.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/66199c15-dbb3-4575-ba7a-409316c0adce/left/bottom-side/lf_wheel_raw_2025-11-14_17-05-53_zq8QpOhLuAI.jpg
40,,https://acv-labs-acv-one.acvauctions.com/image_raw/8e25d514-67cf-479a-828d-5b85c741abf0/left/bottom-front/lf_wheel_front_raw_2025-11-14_17-20-12_6bepu2_-5PA.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/8e25d514-67cf-479a-828d-5b85c741abf0/left/bottom-rear/lf_wheel_rear_raw_2025-11-14_17-20-12_B_aSiSoxXSg.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/8e25d514-67cf-479a-828d-5b85c741abf0/left/bottom-side/lf_wheel_raw_2025-11-14_17-20-12_Ax6iFPz28O4.jpg
41,,https://acv-labs-acv-one.acvauctions.com/image_raw/dd9a51fc-7acb-47c9-8e52-f727b3aee806/left/bottom-front/lf_wheel_front_raw_2025-11-14_17-40-51_Y_gBDzehvRw.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/dd9a51fc-7acb-47c9-8e52-f727b3aee806/left/bottom-rear/lf_wheel_rear_raw_2025-11-14_17-40-53_ePS_Ymoe_tY.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/dd9a51fc-7acb-47c9-8e52-f727b3aee806/left/bottom-side/lf_wheel_raw_2025-11-14_17-40-52_7SbEwwQIV7g.jpg
42,,https://acv-labs-acv-one.acvauctions.com/image_raw/62551a76-28e5-48c5-b9e2-22c01a2a4a08/left/bottom-front/lf_wheel_front_raw_2025-11-20_15-58-33_ZI8gPmapMM4.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/62551a76-28e5-48c5-b9e2-22c01a2a4a08/left/bottom-rear/lf_wheel_rear_raw_2025-11-20_15-58-32_VLl9Ddv5YK4.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/62551a76-28e5-48c5-b9e2-22c01a2a4a08/left/bottom-side/lf_wheel_raw_2025-11-20_15-58-33_Mt3NS1HJCZQ.jpg
43,,https://acv-labs-acv-one.acvauctions.com/image_raw/179588c7-5365-4e8f-88d0-529ccf89dacc/left/bottom-front/lf_wheel_front_raw_2025-11-20_16-02-22_VVQ-poPixUk.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/179588c7-5365-4e8f-88d0-529ccf89dacc/left/bottom-rear/lf_wheel_rear_raw_2025-11-20_16-02-23_a7srk4THYuA.jpg,https://acv-labs-acv-one.acvauctions.com/image_raw/179588c7-5365-4e8f-88d0-529ccf89dacc/left/bottom-side/lf_wheel_raw_2025-11-20_16-02-23_TvMF3laM0c4.jpg
